artist,album,score,reviewer,url
Keepaway,Black Flute,4.7,Ian Cohen,http://pitchfork.com/reviews/albums/16125-black-flute/
Jacaszek,Glimmer,7.7,Grayson Currin,http://pitchfork.com/reviews/albums/16150-glimmer/
Symmetry,Themes For an Imaginary Film,8.1,Andrew Ryce,http://pitchfork.com/reviews/albums/16148-themes-for-an-imaginary-film/
The Cure,Bestival Live 2011,5.8,Ian Cohen,http://pitchfork.com/reviews/albums/16120-bestival-2011/
Squadda B,Back $ellin' Crack,7,Zach Kelly,http://pitchfork.com/reviews/albums/16151-squadda-b-back-ellin-crack/
Jet Life,Jet World Order,6.7,Jeff Weiss,http://pitchfork.com/reviews/albums/16144-jets-jet-world-order/
Pterodactyl,Spills Out,6.6,Paul Thompson,http://pitchfork.com/reviews/albums/16149-pterodactyl-spills-out/
James Blake,Love What Happened Here EP,7.9,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/16139-love-what-happened-here-ep/
Mr. Muthafuckin' eXquire,Merry eXmas & Suck My Dick,7.2,Ian Cohen,http://pitchfork.com/reviews/albums/16141-merry-exmas-suck-my-dick/
Gucci Mane,BAYTL,4.9,Jordan Sargent,http://pitchfork.com/reviews/albums/16133-baytl/
Jennifer O'Connor,I Want What You Want,7.3,Rachael Maddux,http://pitchfork.com/reviews/albums/16129-i-want-what-you-want/
Nate Young,Stay Asleep (Regression Vol. 2),7.5,Marc Masters,http://pitchfork.com/reviews/albums/16123-stay-asleep-regression-vol-2/
Guided By Voices,Let's Go Eat the Factory,6.9,Paul Thompson,http://pitchfork.com/reviews/albums/16131-lets-go-eat-the-factory/
The Internet,Purple Naked Ladies,6,Carrie Battan,http://pitchfork.com/reviews/albums/16145-purple-naked-ladies/
Brodinski,Fabriclive 60,7.4,Andrew Gaerig,http://pitchfork.com/reviews/albums/16132-fabriclive-60/
The Dø,Both Ways Open Jaws,7.5,Marc Hogan,http://pitchfork.com/reviews/albums/16128-the-d-both-ways-open-jaws/
Vladislav Delay,Vantaa,6.8,Eric Grandy,http://pitchfork.com/reviews/albums/16126-vladislav-delay-vantaa/
Julianna Barwick,The Magic Place,8.5,Mark Richardson,http://pitchfork.com/reviews/albums/15147-the-magic-place/
Johnny Cash,Bootleg Volume 2: From Memphis to Hollywood,6.7,Stephen M. Deusner,http://pitchfork.com/reviews/albums/15046-bootleg-volume-2-from-memphis-to-hollywood/
Tahiti 80,"The Past, the Present, and the Possible",5,Jess Harvell,http://pitchfork.com/reviews/albums/15138-the-past-the-present-and-the-possible/
The Caribbean,Discontinued Perfume,7.3,Joe Tangari,http://pitchfork.com/reviews/albums/15143-discontinued-perfume/
Ethan Gold,Songs From a Toxic Apartment,7.2,Martin Douglas,http://pitchfork.com/reviews/albums/15092-songs-from-a-toxic-apartment/
Gil Scott-Heron,We're New Here,7.8,Sean Fennessey,http://pitchfork.com/reviews/albums/15140-were-new-here/
Arbouretum,The Gathering,4.9,Jayson Greene,http://pitchfork.com/reviews/albums/15136-the-gathering/
Tim Cohen,Magic Trick,7.3,Martin Douglas,http://pitchfork.com/reviews/albums/15142-magic-trick-bad-blood-ep/
The Cave Singers,No Witch,6.5,Eric Grandy,http://pitchfork.com/reviews/albums/15130-no-witch/
Pixelord,Fish Touch,7.3,Finn Cohen,http://pitchfork.com/reviews/albums/15132-fish-touch/
Sonic Youth,Simon Werner a Disparu OST,6,Stuart Berman,http://pitchfork.com/reviews/albums/15119-simon-werner-a-disparu-ost/
Gruff Rhys,Hotel Shampoo,7.6,Nick Neyland,http://pitchfork.com/reviews/albums/15113-hotel-shampoo/
Mouse on tha Track,Swagga Fresh Freddie,8,Tom Breihan,http://pitchfork.com/reviews/albums/15126-swagga-fresh-freddie/
Banjo or Freakout,Banjo or Freakout,5.6,Paul Thompson,http://pitchfork.com/reviews/albums/15137-banjo-or-freakout/
Desertshore,Drawing of Threes,6.9,Stephen M. Deusner,http://pitchfork.com/reviews/albums/16095-drawing-of-threes/
Jónsi,We Bought a Zoo OST,7,Ian Cohen,http://pitchfork.com/reviews/albums/16104-we-bought-a-zoo/
Yamantaka // Sonic Titan,YT//ST,8.2,Stuart Berman,http://pitchfork.com/reviews/albums/16097-yamantakasonic-titan/
Kid Sister,Kiss & Tell EP,5.2,Zach Kelly,http://pitchfork.com/reviews/albums/16096-kid-sister-kiss-tell-ep/
Co La,Daydream Repeater,6.2,Mike Powell,http://pitchfork.com/reviews/albums/16080-co-la-weekend-repeater/
Quilt,Quilt,7.2,Emilie Friedlander,http://pitchfork.com/reviews/albums/16089-quilt/
The Black Keys,El Camino,7.4,Rob Harvilla,http://pitchfork.com/reviews/albums/16098-el-camino/
Childish Gambino,Camp,1.6,Ian Cohen,http://pitchfork.com/reviews/albums/16074-camp/
Statik Selektah,Well-Done,7.1,Jayson Greene,http://pitchfork.com/reviews/albums/16084-action-bronsonstatik-selektah-well-done/
Crystal Stilts,Radiant Door EP,7.4,Martin Douglas,http://pitchfork.com/reviews/albums/16078-radiant-door-ep/
yMusic,Beautiful Mechanical,6.7,Jayson Greene,http://pitchfork.com/reviews/albums/16066-ymusic-beautiful-mechanical/
Yelawolf,Radioactive,6.5,Jordan Sargent,http://pitchfork.com/reviews/albums/16092-radioactive/
The Fall,Ersatz G.B.,2.2,Douglas Wolk,http://pitchfork.com/reviews/albums/16081-the-fall-ersatz-gb/
Radio Slave,Works: Selected Remixes 2006-2010,6.9,Philip Sherburne,http://pitchfork.com/reviews/albums/16087-works-selected-remixes-2006-2010/
The Bats,Free All the Monsters,7.5,Nick Neyland,http://pitchfork.com/reviews/albums/16093-free-all-the-monsters/
Luke Roberts,Big Bells and Dime Songs,7.5,Amanda Petrusich,http://pitchfork.com/reviews/albums/16090-big-bells-and-dime-songs/
...And You Will Know Us by the Trail of Dead,Tao of the Dead,7.2,Paul Thompson,http://pitchfork.com/reviews/albums/15101-tao-of-the-dead/
Gunplay,Inglorious Bastard (The Prelude to Valkyrie),7.8,Jayson Greene,http://pitchfork.com/reviews/albums/15097-inglorious-bastard-prelude-to-valkyrie/
KORT,Invariable Heartache,7.6,Stephen M. Deusner,http://pitchfork.com/reviews/albums/15102-invariable-heartache/
Jessica Lea Mayfield,Tell Me,7.7,Stephen M. Deusner,http://pitchfork.com/reviews/albums/15090-tell-me/
Isolée,Well Spent Youth,7.9,Mike Powell,http://pitchfork.com/reviews/albums/15054-well-spent-youth/
Seefeel,Seefeel,5.6,Andrew Gaerig,http://pitchfork.com/reviews/albums/15084-seefeel/
Theophilus London,Lovers Holiday,3.5,Ian Cohen,http://pitchfork.com/reviews/albums/15083-lovers-holiday/
Dream Diary,You Are the Beat,4.8,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/15091-you-are-the-beat/
Chikita Violenta,TRE3S,6.5,David Bevan,http://pitchfork.com/reviews/albums/15094-tre3s/
James Blake,James Blake,9,Grayson Currin,http://pitchfork.com/reviews/albums/15081-james-blake/
Young Galaxy,Shapeshifting,7.6,Andrew Gaerig,http://pitchfork.com/reviews/albums/15075-shapeshifting/
Com Truise,Cyanide Sisters EP,8,Mark Pytlik,http://pitchfork.com/reviews/albums/15085-cyanide-sisters-ep/
The Notekillers,We're Here to Help,7.4,Marc Masters,http://pitchfork.com/reviews/albums/15087-were-here-to-help/
Blaqstarr,Divine EP,6.8,Brandon Soderberg,http://pitchfork.com/reviews/albums/15088-divine-ep/
Akron/Family,Akron/Family II: The Cosmic Birth and Journey of Shinju TNT,7.9,Amanda Petrusich,http://pitchfork.com/reviews/albums/15052-akronfamily-ii-the-cosmic-birth-and-journey-of-shinju-tnt/
Esben and the Witch,Violet Cries,6.6,Jayson Greene,http://pitchfork.com/reviews/albums/15082-violet-cries/
Hans-Joachim Roedelius,Selbstportrait,7.9,Brian Howe,http://pitchfork.com/reviews/albums/15080-selbstportrait-selbstportrait-ii/
The Babies,The Babies,5.8,Paul Thompson,http://pitchfork.com/reviews/albums/15078-the-babies/
Hello Echo,Hello,7.6,Joe Tangari,http://pitchfork.com/reviews/albums/15076-hello/
Zomby,Nothing EP,7.5,Andrew Ryce,http://pitchfork.com/reviews/albums/16086-nothing/
Twilight Singers,Live in New York,8,Stuart Berman,http://pitchfork.com/reviews/albums/16083-the-twilight-singers/
Patrick Wolf,Brumalia EP,5.9,Ian Cohen,http://pitchfork.com/reviews/albums/16091-brumalia-ep/
Maria Minerva,Sacred & Profane Love EP,7.1,Lindsay Zoladz,http://pitchfork.com/reviews/albums/16079-maria-minerva-sacred-profane-love-ep/
Dwarr,Starting Over,5.9,Andy Beta,http://pitchfork.com/reviews/albums/16088-starting-over/
Gorillaz,The Singles Collection 2001-2011,7.9,Rob Mitchum,http://pitchfork.com/reviews/albums/16077-gorillaz-singles-collection/
Lil B,BasedGod Velli,7.8,Jayson Greene,http://pitchfork.com/reviews/albums/16082-lil-b-based-god-vellisilent-president/
Salem,I'm Still in the Night EP,6.4,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/16085-im-still-in-the-night-ep/
The Louvin Brothers,Satan Is Real,8.5,Stephen M. Deusner,http://pitchfork.com/reviews/albums/15972-satan-is-real-handpicked-songs-1955-1962/
M.E.D.,Classic,6.1,Nate Patrin,http://pitchfork.com/reviews/albums/16076-med-classic/
The Smashing Pumpkins,Gish [Deluxe Edition],8.3,Ned Raggett,http://pitchfork.com/reviews/albums/16059-gish-deluxe-edition-siamese-dream-deluxe-edition/
Kingdom,Dreama EP,8.2,Nate Patrin,http://pitchfork.com/reviews/albums/16073-kingdom-dreama-ep/
Tycho,Dive,7,Joe Colly,http://pitchfork.com/reviews/albums/16071-dive/
Doomtree,No Kings,7.9,Nate Patrin,http://pitchfork.com/reviews/albums/16043-doomtree-no-kings/
Hercules and Love Affair,Blue Songs,6.6,Douglas Wolk,http://pitchfork.com/reviews/albums/15050-blue-songs/
ESG,Dance to the Best of ESG,8.4,Joe Tangari,http://pitchfork.com/reviews/albums/15040-dance-to-the-best-of-esg/
Apex Manor,The Year of Magical Drinking,5.8,Joshua Love,http://pitchfork.com/reviews/albums/15036-the-year-of-magical-drinking/
The Octopus Project,Hexadecagon,4.6,Grayson Currin,http://pitchfork.com/reviews/albums/15047-hexadecagon/
Fujiya & Miyagi,Ventriloquizzing,6.3,Stuart Berman,http://pitchfork.com/reviews/albums/15013-ventriloquizzing/
John Vanderslice,White Wilderness,7.2,Joe Tangari,http://pitchfork.com/reviews/albums/14951-white-wilderness/
Wanda Jackson,The Party Ain't Over,5.2,Ryan Dombal,http://pitchfork.com/reviews/albums/15042-the-party-aint-over/
Geotic,Mend,7.4,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/15037-mend/
Eleven Tigers,Clouds Are Mountains,5.7,Andrew Gaerig,http://pitchfork.com/reviews/albums/15045-clouds-are-mountains/
Deerhoof,Deerhoof vs. Evil,6.7,Douglas Wolk,http://pitchfork.com/reviews/albums/15039-deerhoof-vs-evil/
Sic Alps,Napa Asylum,8,Marc Masters,http://pitchfork.com/reviews/albums/14995-napa-asylum/
Lia Ices,Grown Unknown,7.2,Nick Neyland,http://pitchfork.com/reviews/albums/15001-grown-unknown/
Celebration,Hello Paradise,7.4,Aaron Leitko,http://pitchfork.com/reviews/albums/15038-hello-paradise/
Sigur Rós,Inni,7.2,Ian Cohen,http://pitchfork.com/reviews/albums/16041-inni/
Los Campesinos!,Hello Sadness,8,Jordan Sargent,http://pitchfork.com/reviews/albums/16036-hello-sadness/
Korallreven,An Album by Korallreven,7.5,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/16042-an-album-by-korallreven/
Esben and the Witch,Hexagons EP,5.2,Carrie Battan,http://pitchfork.com/reviews/albums/16045-hexagons-ep/
Ursula Bogner,Sonne = Blackbox,7.4,Mark Richardson,http://pitchfork.com/reviews/albums/16044-sonne-blackbox/
R.E.M.,"Part Lies, Part Heart, Part Truth, Part Garbage: 1982-2011",9.4,Matthew Perpetua,http://pitchfork.com/reviews/albums/16032-part-lies-part-heart-part-truth-part-garbage-1982-2011/
Freddie Gibbs,Cold Day in Hell,8.2,David Drake,http://pitchfork.com/reviews/albums/16024-freddie-gibbs-cold-day-in-hell/
Gonjasufi,The 9th Inning EP,7.6,Jeff Weiss,http://pitchfork.com/reviews/albums/16038-the-9th-inning-ep/
BNJMN,Black Square,7.8,Andrew Ryce,http://pitchfork.com/reviews/albums/15986-black-square/
Cynic,Carbon-Based Anatomy EP,7.6,Hank Shteamer,http://pitchfork.com/reviews/albums/16034-carbon-based-anatomy-ep/
Drake,Take Care,8.6,Ryan Dombal,http://pitchfork.com/reviews/albums/16039-take-care/
Blackout Beach,Fuck Death,7.3,Lindsay Zoladz,http://pitchfork.com/reviews/albums/16029-blackout-beach-fuck-death/
Rangers,Pan Am Stories,6.2,Nick Neyland,http://pitchfork.com/reviews/albums/16028-pan-am-stories/
Leviathan,"True Traitor, True Whore",6,Grayson Currin,http://pitchfork.com/reviews/albums/16035-true-traitor-true-whore/
Oneohtrix Point Never,Replica,8.8,Mark Richardson,http://pitchfork.com/reviews/albums/16031-replica/
King Krule,King Krule EP,8,Hari Ashurst,http://pitchfork.com/reviews/albums/16011-king-krule/
FaltyDL,Atlantis,7.4,Andrew Gaerig,http://pitchfork.com/reviews/albums/16020-atlantis/
Russian Circles,Empros,7.7,Paul Thompson,http://pitchfork.com/reviews/albums/16009-empros/
Teebs,Collections 01,7,Andrew Ryce,http://pitchfork.com/reviews/albums/16016-collections-01/
Talib Kweli,Gutter Rainbows,7.4,Nate Patrin,http://pitchfork.com/reviews/albums/15007-gutter-rainbows/
Gang of Four,Content,6.8,Stuart Berman,http://pitchfork.com/reviews/albums/15032-content/
Cold War Kids,Mine Is Yours,3.9,Zach Kelly,http://pitchfork.com/reviews/albums/15026-mine-is-yours/
Foetus,Hide,7,Jess Harvell,http://pitchfork.com/reviews/albums/15024-hide/
Acrylics,Lives and Treasure,6.9,Brian Howe,http://pitchfork.com/reviews/albums/15008-lives-and-treasure/
Iron & Wine,Kiss Each Other Clean,7.7,Joe Tangari,http://pitchfork.com/reviews/albums/15033-kiss-each-other-clean/
Cloud Nothings,Cloud Nothings,7.9,David Bevan,http://pitchfork.com/reviews/albums/15031-cloud-nothings/
Phil Manley,Life Coach,6.5,Nick Neyland,http://pitchfork.com/reviews/albums/14990-life-coach/
Zs,New Slaves Part II: Essence Implosion!,6.8,Jess Harvell,http://pitchfork.com/reviews/albums/15027-new-slaves-part-ii-essence-implosion/
The 1900s,Return of the Century,7.5,Stephen M. Deusner,http://pitchfork.com/reviews/albums/15029-return-of-the-century/
Destroyer,Kaputt,8.8,Mark Richardson,http://pitchfork.com/reviews/albums/15034-kaputt/
The Get Up Kids,There Are Rules,5.4,Ian Cohen,http://pitchfork.com/reviews/albums/15010-there-are-rules/
Monotonix,Not Yet,6.2,Marc Masters,http://pitchfork.com/reviews/albums/14994-not-yet/
Fergus & Geronimo,Unlearn,7.2,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/14968-unlearn/
Evangelista,In Animal Tongue,6.8,Matthew Murphy,http://pitchfork.com/reviews/albums/15995-evangelista-in-animal-tongue/
Florence and the Machine,Ceremonials,6,Ryan Dombal,http://pitchfork.com/reviews/albums/16004-ceremonials/
Blouse,Blouse,7.4,Lindsay Zoladz,http://pitchfork.com/reviews/albums/15993-blouse-st/
Roman Flügel,Fatty Folders,8,Andrew Gaerig,http://pitchfork.com/reviews/albums/15983-fatty-folders/
Prurient,Time's Arrow EP,7,Jess Harvell,http://pitchfork.com/reviews/albums/16006-times-arrow/
Cave,Neverendless,7.9,Evan Minsker,http://pitchfork.com/reviews/albums/15921-cave-neverendless/
The Beach Boys,The Smile Sessions,10,Mark Richardson,http://pitchfork.com/reviews/albums/16000-the-smile-sessions/
King Midas Sound,Without You,7.7,Nate Patrin,http://pitchfork.com/reviews/albums/15975-king-midas-sound-without-you/
Erkin Koray,Meçhul: Singles & Rarities,8.1,Joe Tangari,http://pitchfork.com/reviews/albums/15994-mechul-singles-rarities/
Locrian,The Clearing,7.4,Marc Masters,http://pitchfork.com/reviews/albums/15997-the-clearing/
Weird Wives,Some Motherfuckers Gonna Be Walking 'Round With a Size 9 Diehard up Their Ass...,5,Ian Cohen,http://pitchfork.com/reviews/albums/15989-some-motherfuckers-gonna-be-walking-round-with-a-size-9-diehard-up-their-ass-cause-apparently-they-aint-never-seen-a-short-ac-man-get-bad-ass-on-methadone/
Lou Reed & Metallica,Lulu,1,Stuart Berman,http://pitchfork.com/reviews/albums/15996-lou-reed-metallica/
Gold Panda,DJ-Kicks,7.5,Jess Harvell,http://pitchfork.com/reviews/albums/15991-gold-panda-dj-kicks/
Pandr Eyez,Eyes on You EP,7.9,Hari Ashurst,http://pitchfork.com/reviews/albums/15979-pandr-eyez/
The King Khan Experience,Scion A/V Presents: The King Khan Experience,5.3,Evan Minsker,http://pitchfork.com/reviews/albums/15980-the-king-khan-experience-scion-av-presents-the-king-khan-experience/
Phantogram,Nightlife EP,7.1,Zach Kelly,http://pitchfork.com/reviews/albums/15974-phantogram-nightlife-ep/
G-Side,The ONE... COHESIVE,8.1,Brandon Soderberg,http://pitchfork.com/reviews/albums/14976-the-one-cohesive/
Black Francis,The Golem Rock Album,6.4,Eric Grandy,http://pitchfork.com/reviews/albums/14983-the-golem-rock-album/
Minks,By the Hedge,7.1,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/14977-by-the-hedge/
Imaginary Softwoods,Imaginary Softwoods,7.7,Philip Sherburne,http://pitchfork.com/reviews/albums/14991-imaginary-softwoods/
White Fence,Is Growing Faith,7.4,Martin Douglas,http://pitchfork.com/reviews/albums/14953-is-growing-faith/
Wire,Red Barked Tree,8,Stuart Berman,http://pitchfork.com/reviews/albums/14950-red-barked-tree/
Modeselektor,Modeselektor Presents Modeselektion Vol. 01,6.6,Eric Grandy,http://pitchfork.com/reviews/albums/14975-modeselektor-presents-modeselektion-vol-01/
The Soft Moon,The Soft Moon,8.1,Hari Ashurst,http://pitchfork.com/reviews/albums/14997-the-soft-moon/
Bardo Pond,Bardo Pond,6.5,Paul Thompson,http://pitchfork.com/reviews/albums/14993-bardo-pond/
Atlas Sound,"Bedroom Databank, Vols. 1-4",6.4,Joe Colly,http://pitchfork.com/reviews/albums/14996-bedroom-databank-vols-1-4/
British Sea Power,Valhalla Dancehall,5.5,Ian Cohen,http://pitchfork.com/reviews/albums/14981-valhalla-dancehall/
Rick Ross,Ashes to Ashes,7.1,Tom Breihan,http://pitchfork.com/reviews/albums/14973-ashes-to-ashes/
Kyle Bobby Dunn,A Young Person's Guide to Kyle Bobby Dunn,7.5,Joe Tangari,http://pitchfork.com/reviews/albums/14946-a-young-persons-guide-to-kyle-bobby-dunn/
The Dismemberment Plan,Emergency & I [Vinyl Reissue],10,Paul Thompson,http://pitchfork.com/reviews/albums/14979-emergency-i-vinyl-reissue/
N.E.R.D.,The Best of N.E.R.D.,4,Tom Breihan,http://pitchfork.com/reviews/albums/14984-the-best-of-nerd/
Prefuse 73/Jaytram/Epstein,Prefuse 73/Jaytram/Epstein,6.5,Patrick Sisson,http://pitchfork.com/reviews/albums/14982-prefuse-73jaytramepstein/
Ducktails,Ducktails III: Arcade Dynamics,7.4,Nick Neyland,http://pitchfork.com/reviews/albums/14960-ducktails-iii-arcade-dynamics/
Giant Sand,Blurry Blue Mountain,6.9,Joe Tangari,http://pitchfork.com/reviews/albums/14986-blurry-blue-mountain/
The Decemberists,Long Live the King EP,6.8,Rachael Maddux,http://pitchfork.com/reviews/albums/15985-long-live-the-king-ep/
Black Milk,Black and Brown,6.5,Jayson Greene,http://pitchfork.com/reviews/albums/15987-black-and-brown/
Hammers of Misfortune,17th Street,8,Brandon Stosuy,http://pitchfork.com/reviews/albums/15990-17th-street/
The Soft Moon,Total Decay EP,7.8,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/15988-total-decay-ep/
L-Vis 1990,Neon Dreams,6.2,Joe Colly,http://pitchfork.com/reviews/albums/15982-neon-dreams/
She & Him,A Very She & Him Christmas,5.3,Rob Harvilla,http://pitchfork.com/reviews/albums/15970-a-very-she-him-christmas/
Void,Sessions 1981–83,7.3,Hank Shteamer,http://pitchfork.com/reviews/albums/15969-sessions-198183/
Young Bleed,Preserved,7.9,David Drake,http://pitchfork.com/reviews/albums/15981-preserved/
Psychic Ills,Hazed Dream,5.9,Aaron Leitko,http://pitchfork.com/reviews/albums/15984-psychic-ills/
Mungolian Jet Set,Schlungs,6.7,Tim Finney,http://pitchfork.com/reviews/albums/15968-schlungs/
John Fahey,Your Past Comes Back to Haunt You: The Fonotone Years (1958–1965),9.5,Grayson Currin,http://pitchfork.com/reviews/albums/15959-your-past-comes-back-to-haunt-you-the-fonotone-years-19581965/
Andy Stott,We Stay Together,8.2,Philip Sherburne,http://pitchfork.com/reviews/albums/15971-we-stay-together/
Meek Mill,Dreamchasers,7.4,Jordan Sargent,http://pitchfork.com/reviews/albums/15977-dreamchasers/
Deer Tick,Divine Providence,3.9,Ian Cohen,http://pitchfork.com/reviews/albums/15965-divine-providence/
